zone_id,latitude,longitude,fetched_at,data_source,rainfall_30min,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3day,rainfall_7day
Z_23.0_97.0,23.0,97.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.5,0.5,0.5,0.5,4.7,6.2,39.6,68.9
Z_23.5_88.0,23.5,88.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,2.3,9.9,13.0,28.9,52.8
Z_23.5_88.5,23.5,88.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.6,17.1,17.5,27.1,62.2
Z_23.5_89.5,23.5,89.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.5,4.8,9.3,37.4,74.6
Z_23.5_90.0,23.5,90.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.3,9.2,20.8,43.8,93.7
Z_23.5_89.0,23.5,89.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.2,7.1,7.5,23.1,62.6
Z_23.5_90.5,23.5,90.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.6,0.6,0.6,0.8,9.5,24.0,41.4,93.0
Z_23.5_92.0,23.5,92.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.1,3.7,3.7,4.6,14.7,15.2,36.5,76.0
Z_23.5_93.0,23.5,93.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.1,0.1,0.1,0.2,0.7,0.7,43.6,69.2
Z_23.5_93.5,23.5,93.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.4,0.7,8.2,32.7
Z_23.5_91.0,23.5,91.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.0,3.3,3.3,3.5,9.0,13.6,27.0,72.5
Z_23.5_92.5,23.5,92.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.8,0.8,0.8,1.6,9.6,9.6,48.5,77.8
Z_23.5_91.5,23.5,91.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.1,3.3,3.3,3.9,11.7,12.4,35.9,75.8
Z_23.5_94.0,23.5,94.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.2,0.6,1.1,1.1,2.0,11.8,53.4,64.0
Z_23.5_95.0,23.5,95.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),2.8,4.4,4.5,7.7,7.8,15.2,37.3,51.9
Z_23.5_94.5,23.5,94.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.0,1.0,1.1,2.1,6.3,15.7,55.8,80.9
Z_23.5_95.5,23.5,95.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.0,2.1,2.2,3.3,3.5,11.6,53.5,60.0
Z_23.5_96.5,23.5,96.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.5,6.8,21.2,40.0
Z_23.5_96.0,23.5,96.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.1,0.1,0.1,0.1,0.3,6.4,28.0,37.5
Z_23.5_97.5,23.5,97.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.6,2.4,2.4,2.4,7.0,9.5,34.6,59.9
Z_23.5_97.0,23.5,97.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),2.5,2.5,2.7,2.7,4.6,8.9,36.6,50.7
Z_24.0_88.0,24.0,88.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,3.4,7.2,10.9,23.5,61.1
Z_24.0_89.5,24.0,89.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.5,3.8,5.8,24.7,47.0
Z_24.0_88.5,24.0,88.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,1.5,3.2,4.0,14.5,56.9
Z_24.0_89.0,24.0,89.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.1,0.1,1.1,5.2,5.4,11.6,61.8
Z_24.0_90.0,24.0,90.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.1,8.5,12.6,23.4,61.9
Z_24.0_91.0,24.0,91.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.3,1.9,2.4,3.3,8.8,9.5,39.2,64.2
Z_24.0_90.5,24.0,90.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.2,0.4,0.4,0.9,8.0,11.0,24.6,55.1
Z_24.0_92.0,24.0,92.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.3,3.0,6.5,6.9,11.0,11.1,49.7,63.3
Z_24.0_91.5,24.0,91.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.2,1.2,3.5,4.4,10.5,11.2,49.1,75.8
Z_24.0_92.5,24.0,92.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.6,3.0,4.2,6.4,10.6,10.6,50.9,75.2
Z_24.0_93.0,24.0,93.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.3,2.4,2.4,3.6,4.3,4.3,40.7,70.8
Z_24.0_93.5,24.0,93.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.0,0.1,18.2,52.8
Z_24.0_95.0,24.0,95.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),2.1,2.2,2.4,2.5,3.4,9.4,30.6,40.7
Z_24.0_94.0,24.0,94.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.1,0.2,0.3,0.4,2.5,6.2,24.8,65.1
Z_24.0_94.5,24.0,94.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.3,1.3,1.5,1.5,3.3,10.2,33.8,66.5
Z_24.0_95.5,24.0,95.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),3.1,3.1,3.4,3.6,5.0,6.0,31.8,47.7
Z_24.0_96.5,24.0,96.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.1,6.4,41.8,61.1
Z_24.0_96.0,24.0,96.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.1,1.7,16.5,24.8
Z_24.5_88.0,24.5,88.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.3,2.5,5.4,6.1,10.7,62.0
Z_24.0_97.5,24.0,97.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.6,2.3,2.3,2.3,3.6,4.1,19.2,33.6
Z_24.0_97.0,24.0,97.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),2.8,2.8,2.8,2.8,4.0,9.0,39.1,64.3
Z_24.5_88.5,24.5,88.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.3,2.6,5.6,7.3,16.5,66.7
Z_24.5_89.5,24.5,89.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.1,0.4,0.5,6.1,10.6,11.2,17.1,81.5
Z_24.5_89.0,24.5,89.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,6.9,11.8,12.2,21.1,55.3
Z_24.5_91.0,24.5,91.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.1,0.7,0.8,1.8,5.5,6.5,31.6,73.3
Z_24.5_90.0,24.5,90.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,1.6,11.9,13.2,20.8,58.6
Z_24.5_91.5,24.5,91.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.4,0.9,7.6,8.2,8.5,9.3,36.0,65.4
Z_24.5_90.5,24.5,90.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.6,0.6,0.6,2.8,11.2,12.3,31.6,72.7
Z_24.5_93.5,24.5,93.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.4,0.5,13.3,39.5
Z_24.5_93.0,24.5,93.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.2,3.6,4.6,7.2,7.3,7.3,50.0,108.1
Z_24.5_92.0,24.5,92.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.8,2.9,9.4,10.6,10.8,10.8,45.7,72.8
Z_24.5_94.0,24.5,94.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.0,0.3,5.2,18.6
Z_24.5_92.5,24.5,92.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.3,1.3,2.9,4.0,4.1,4.1,26.0,55.5
Z_24.5_95.5,24.5,95.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,1.0,1.8,13.2,37.2
Z_24.5_94.5,24.5,94.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.7,4.2,19.3,33.5
Z_24.5_95.0,24.5,95.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.5,4.5,29.6,44.1
Z_24.5_96.0,24.5,96.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.0,1.1,26.9,51.1
Z_24.5_97.0,24.5,97.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),3.6,3.6,3.6,3.6,5.5,12.0,23.3,58.7
Z_24.5_96.5,24.5,96.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.1,8.1,30.1,59.5
Z_24.5_97.5,24.5,97.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),3.7,8.5,9.2,9.2,12.6,19.8,51.2,63.3
Z_25.0_88.0,25.0,88.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.1,0.1,1.2,5.3,12.9,13.5,19.3,65.8
Z_25.0_89.0,25.0,89.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.4,13.2,21.5,21.8,25.8,80.5
Z_25.0_88.5,25.0,88.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.1,15.3,20.4,21.9,24.2,83.4
Z_25.0_90.0,25.0,90.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.2,13.0,18.2,18.5,25.2,78.5
Z_25.0_91.0,25.0,91.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.4,1.5,2.1,4.2,5.2,5.9,22.6,87.8
Z_25.0_89.5,25.0,89.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.4,4.8,8.7,8.8,12.5,40.6
Z_25.0_91.5,25.0,91.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.5,1.7,3.4,9.3,10.0,13.3,27.1,82.6
Z_25.0_90.5,25.0,90.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.4,0.4,0.5,3.8,7.2,7.4,13.3,69.2
Z_25.0_92.0,25.0,92.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.8,1.9,5.3,12.6,13.8,13.8,32.8,115.3
Z_25.0_92.5,25.0,92.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.4,0.5,3.0,6.0,6.1,7.6,24.8,67.3
Z_25.0_93.0,25.0,93.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.4,0.5,0.8,1.0,1.2,1.3,19.8,43.4
Z_25.0_93.5,25.0,93.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.1,0.1,0.1,0.1,0.7,0.7,19.8,57.6
Z_25.0_94.0,25.0,94.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.3,1.2,8.9,91.7
Z_25.0_95.5,25.0,95.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,1.1,5.2,26.0,50.6
Z_25.0_94.5,25.0,94.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.1,0.1,0.1,0.1,1.1,4.9,13.4,37.8
Z_25.0_95.0,25.0,95.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.1,0.1,0.1,0.1,1.2,3.6,27.2,59.6
Z_25.0_96.0,25.0,96.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.4,1.2,19.7,30.9
Z_25.0_96.5,25.0,96.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,2.2,4.0,24.2,39.9
Z_25.0_97.0,25.0,97.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),6.7,6.7,6.7,6.7,7.2,16.3,42.7,71.5
Z_25.0_97.5,25.0,97.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),4.2,4.7,4.7,4.7,4.7,12.8,35.8,83.6
Z_25.5_88.0,25.5,88.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.0,1.4,1.9,4.0,17.5,18.9,23.3,59.2
Z_25.5_89.0,25.5,89.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),5.4,5.4,5.7,8.5,15.8,16.1,18.9,59.9
Z_25.5_88.5,25.5,88.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.3,3.2,3.2,6.3,8.6,9.0,11.4,53.1
Z_25.5_89.5,25.5,89.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),2.5,2.5,2.7,7.8,9.5,9.5,16.5,30.5
Z_25.5_90.5,25.5,90.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),2.0,2.1,2.4,4.6,7.2,7.2,12.9,30.2
Z_25.5_90.0,25.5,90.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),2.1,2.1,2.2,6.2,7.4,7.4,14.6,23.9
Z_25.5_93.0,25.5,93.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.1,0.2,0.2,0.2,1.6,1.6,14.6,20.2
Z_25.5_91.0,25.5,91.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.3,0.7,1.4,2.4,4.6,5.6,12.3,29.8
Z_25.5_91.5,25.5,91.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.2,1.0,1.1,3.0,3.3,9.7,32.6
Z_25.5_92.0,25.5,92.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.3,1.2,3.8,4.0,15.3,33.5
Z_25.5_92.5,25.5,92.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.1,0.1,3.0,3.0,12.8,23.3
Z_25.5_94.0,25.5,94.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,1.3,1.3,8.6,29.6
Z_25.5_93.5,25.5,93.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,4.1,4.1,35.0,89.4
Z_25.5_95.0,25.5,95.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.7,1.4,7.9,28.5
Z_25.5_94.5,25.5,94.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.3,0.5,6.7,23.7
Z_25.5_95.5,25.5,95.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.1,0.6,30.9,77.0
Z_25.5_96.5,25.5,96.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.2,7.2,40.0,63.3
Z_25.5_97.0,25.5,97.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.6,1.7,1.7,1.8,2.7,8.4,29.1,78.3
Z_25.5_96.0,25.5,96.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.5,0.9,31.0,62.2
Z_26.0_88.5,26.0,88.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),3.5,3.6,3.6,6.8,11.7,12.4,17.5,45.4
Z_26.0_89.0,26.0,89.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.5,0.5,1.8,2.7,4.3,4.5,6.7,41.1
Z_25.5_97.5,25.5,97.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.3,0.3,0.3,0.3,0.3,13.1,46.7,108.2
Z_26.0_88.0,26.0,88.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),4.4,8.9,9.1,9.4,16.8,17.1,21.6,52.1
Z_26.0_90.0,26.0,90.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.1,0.4,5.2,8.8,8.8,13.4,32.0
Z_26.0_91.0,26.0,91.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),4.6,8.1,12.0,20.9,25.1,25.2,38.1,56.8
Z_26.0_90.5,26.0,90.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.0,1.6,2.4,9.1,11.6,11.8,18.0,34.0
Z_26.0_89.5,26.0,89.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.1,0.1,1.6,6.4,7.3,7.4,9.6,42.2
Z_26.0_91.5,26.0,91.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),2.0,7.6,9.7,9.7,11.4,11.4,21.3,51.2
Z_26.0_92.0,26.0,92.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.2,1.0,1.0,1.0,1.4,1.5,12.5,43.0
Z_26.0_95.0,26.0,95.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.1,0.1,0.3,7.9,8.8,27.9,33.7
Z_26.0_93.5,26.0,93.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,1.0,2.8,30.4,62.2
Z_26.0_92.5,26.0,92.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.0,0.0,16.2,69.5
Z_26.0_95.5,26.0,95.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.1,1.1,2.1,16.3,57.7
Z_26.0_93.0,26.0,93.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.1,0.3,8.5,56.6
Z_26.0_94.0,26.0,94.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,3.7,3.8,33.8,72.3
Z_26.0_96.0,26.0,96.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,2.0,5.1,27.9,95.0
Z_26.0_96.5,26.0,96.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.3,8.4,34.3,93.3
Z_26.0_94.5,26.0,94.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.7
Z_26.0_97.0,26.0,97.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),4.3,7.1,7.1,7.1,9.0,17.1,39.6,66.3
Z_26.0_97.5,26.0,97.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.3,0.3,0.3,0.3,0.3,2.7,27.5,49.7
Z_26.5_88.0,26.5,88.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.2,0.4,1.5,1.5,4.8,4.9,9.8,68.7
Z_26.5_88.5,26.5,88.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.5,2.1,2.6,5.1,5.3,15.4,68.3
Z_26.5_89.0,26.5,89.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.2,0.9,4.3,10.4,10.9,11.0,16.4,56.8
Z_26.5_90.0,26.5,90.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.5,3.7,11.6,12.2,12.9,12.9,18.2,53.7
Z_26.5_89.5,26.5,89.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.4,0.9,4.1,6.7,7.9,7.9,11.3,56.8
Z_26.5_90.5,26.5,90.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),1.5,3.6,6.7,6.7,8.1,8.1,10.7,46.3
Z_26.5_91.5,26.5,91.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),2.8,4.2,8.3,8.3,9.3,9.6,16.2,50.1
Z_26.5_92.0,26.5,92.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),3.4,16.1,16.1,16.1,16.5,16.7,26.5,49.1
Z_26.5_92.5,26.5,92.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),6.9,6.9,6.9,6.9,7.9,8.2,23.6,63.5
Z_26.5_93.5,26.5,93.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.0,0.3,16.6,55.2
Z_26.5_93.0,26.5,93.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.4,0.6,9.5,72.0
Z_26.5_94.0,26.5,94.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.0,0.0,29.9,110.7
Z_26.5_94.5,26.5,94.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,1.6,1.7,31.4,102.1
Z_26.5_95.0,26.5,95.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,1.5,1.6,15.0,96.5
Z_26.5_95.5,26.5,95.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.8,1.3,17.8,56.4
Z_26.5_96.0,26.5,96.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.1,0.6,9.6,32.2
Z_26.5_91.0,26.5,91.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.8,2.0,6.4,6.4,7.8,8.0,21.3,31.4
Z_26.5_96.5,26.5,96.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,1.0,1.9,31.5,105.9
Z_26.5_97.5,26.5,97.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.0,5.9,20.8,46.4
Z_26.5_97.0,26.5,97.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.2,1.5,11.2,11.2,11.9,16.3,32.1,72.0
Z_27.0_88.0,27.0,88.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.3,1.0,1.5,4.7,5.4,35.5,210.8
Z_27.0_89.0,27.0,89.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.1,1.4,9.1,12.7,16.9,17.1,50.5,191.4
Z_27.0_88.5,27.0,88.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.2,0.4,3.8,4.3,4.5,4.5,12.2,51.8
Z_27.0_89.5,27.0,89.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.1,0.7,3.2,9.9,10.1,42.0,117.6
Z_27.0_90.0,27.0,90.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.1,1.0,1.4,4.6,4.7,15.8,39.4
Z_27.0_90.5,27.0,90.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.5,3.6,3.8,16.5,31.4
Z_27.0_91.0,27.0,91.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.2,0.5,1.6,2.6,14.9,15.0,24.6,51.3
Z_27.0_91.5,27.0,91.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.2,0.2,5.7,5.8,19.3,54.6
Z_27.0_92.0,27.0,92.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,5.0,5.3,22.7,66.5
Z_27.0_92.5,27.0,92.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.2,1.0,1.2,12.1,46.4
Z_27.0_93.5,27.0,93.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.3,0.3,4.7,38.9
Z_27.0_93.0,27.0,93.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.4,1.7,2.3,12.3,48.4
Z_27.0_94.5,27.0,94.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.0,3.7,30.6,119.3
Z_27.0_94.0,27.0,94.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.0,0.4,14.4,94.0
Z_27.0_95.0,27.0,95.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.0,3.4,16.4,67.3
Z_27.0_95.5,27.0,95.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,2.5,3.3,27.7,69.1
Z_27.0_96.0,27.0,96.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,1.3,1.4,10.8,52.3
Z_27.0_96.5,27.0,96.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,2.6,3.2,8.3,37.0
Z_27.0_97.0,27.0,97.0,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.1,0.2,0.2,0.2,4.2,10.1,32.3,88.0
Z_27.0_97.5,27.0,97.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless),0.0,0.0,0.0,0.0,0.0,2.1,20.3,91.8
