zone_id,latitude,longitude,soil_moisture_0_7cm,soil_moisture_7_28cm,fetched_at,data_source
Z_25.0_89.0,25.0,89.0,0.414,0.403,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_88.5,25.0,88.5,0.417,0.416,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_90.0,25.0,90.0,0.41,0.395,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_91.0,25.0,91.0,0.427,0.412,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_89.5,25.0,89.5,0.395,0.35,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_91.5,25.0,91.5,0.432,0.426,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_90.5,25.0,90.5,0.418,0.415,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_92.0,25.0,92.0,0.51,0.51,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_92.5,25.0,92.5,0.509,0.494,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_93.0,25.0,93.0,0.389,0.401,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_93.5,25.0,93.5,0.383,0.393,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_94.0,25.0,94.0,0.449,0.462,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_95.5,25.0,95.5,0.484,0.483,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_94.5,25.0,94.5,0.397,0.4,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_95.0,25.0,95.0,0.481,0.48,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_96.0,25.0,96.0,0.471,0.484,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_96.5,25.0,96.5,0.396,0.395,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_97.0,25.0,97.0,0.515,0.509,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.0_97.5,25.0,97.5,0.428,0.415,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_88.0,25.5,88.0,0.428,0.406,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_89.0,25.5,89.0,0.427,0.323,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_88.5,25.5,88.5,0.429,0.375,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_89.5,25.5,89.5,0.363,0.192,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_90.5,25.5,90.5,0.489,0.455,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_90.0,25.5,90.0,0.205,0.146,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_93.0,25.5,93.0,0.408,0.396,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_91.0,25.5,91.0,0.488,0.462,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_91.5,25.5,91.5,0.471,0.465,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_92.0,25.5,92.0,0.47,0.46,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_92.5,25.5,92.5,0.475,0.471,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_94.0,25.5,94.0,0.35,0.357,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_93.5,25.5,93.5,0.493,0.495,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_95.0,25.5,95.0,0.46,0.466,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_94.5,25.5,94.5,0.424,0.455,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_95.5,25.5,95.5,0.48,0.492,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_96.5,25.5,96.5,0.484,0.496,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_97.0,25.5,97.0,0.489,0.491,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_96.0,25.5,96.0,0.477,0.489,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_88.5,26.0,88.5,0.438,0.398,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_89.0,26.0,89.0,0.399,0.381,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_25.5_97.5,25.5,97.5,0.483,0.491,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_88.0,26.0,88.0,0.438,0.415,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_90.0,26.0,90.0,0.297,0.277,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_91.0,26.0,91.0,0.506,0.52,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_90.5,26.0,90.5,0.512,0.479,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_89.5,26.0,89.5,0.407,0.369,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_91.5,26.0,91.5,0.515,0.5,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_92.0,26.0,92.0,0.466,0.478,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_95.0,26.0,95.0,0.366,0.332,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_93.5,26.0,93.5,0.462,0.463,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_92.5,26.0,92.5,0.462,0.479,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_95.5,26.0,95.5,0.478,0.487,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_93.0,26.0,93.0,0.469,0.481,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_94.0,26.0,94.0,0.489,0.486,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_96.0,26.0,96.0,0.493,0.497,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_96.5,26.0,96.5,0.485,0.498,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_94.5,26.0,94.5,0.444,0.462,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_97.0,26.0,97.0,0.517,0.505,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.0_97.5,26.0,97.5,0.478,0.484,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_88.0,26.5,88.0,0.401,0.389,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_88.5,26.5,88.5,0.405,0.387,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_89.0,26.5,89.0,0.421,0.394,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_90.0,26.5,90.0,0.435,0.407,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_89.5,26.5,89.5,0.424,0.401,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_90.5,26.5,90.5,0.51,0.45,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_91.5,26.5,91.5,0.514,0.465,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_92.0,26.5,92.0,0.519,0.508,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_92.5,26.5,92.5,0.52,0.487,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_93.5,26.5,93.5,0.468,0.485,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_93.0,26.5,93.0,0.457,0.472,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_94.0,26.5,94.0,0.47,0.485,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_94.5,26.5,94.5,0.482,0.49,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_95.0,26.5,95.0,0.397,0.403,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_95.5,26.5,95.5,0.445,0.466,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_96.0,26.5,96.0,0.454,0.465,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_91.0,26.5,91.0,0.417,0.346,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_96.5,26.5,96.5,0.4,0.405,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_97.5,26.5,97.5,0.474,0.478,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_26.5_97.0,26.5,97.0,0.512,0.511,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_88.0,27.0,88.0,0.413,0.413,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_89.0,27.0,89.0,0.429,0.429,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_88.5,27.0,88.5,0.4,0.386,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_89.5,27.0,89.5,0.419,0.42,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_90.0,27.0,90.0,0.397,0.396,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_90.5,27.0,90.5,0.397,0.397,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_91.0,27.0,91.0,0.419,0.416,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_91.5,27.0,91.5,0.404,0.403,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_92.0,27.0,92.0,0.489,0.486,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_92.5,27.0,92.5,0.476,0.485,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_93.5,27.0,93.5,0.348,0.369,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_93.0,27.0,93.0,0.478,0.478,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_94.5,27.0,94.5,0.476,0.49,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_94.0,27.0,94.0,0.463,0.477,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_95.0,27.0,95.0,0.474,0.485,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_95.5,27.0,95.5,0.481,0.48,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_96.0,27.0,96.0,0.461,0.469,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_96.5,27.0,96.5,0.471,0.467,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_97.0,27.0,97.0,0.495,0.502,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.0_97.5,27.0,97.5,0.473,0.484,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.5_88.0,27.5,88.0,0.406,0.409,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.5_88.5,27.5,88.5,0.427,0.428,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.5_89.0,27.5,89.0,0.419,0.411,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.5_89.5,27.5,89.5,0.423,0.422,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.5_90.0,27.5,90.0,0.407,0.394,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.5_90.5,27.5,90.5,0.393,0.386,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.5_91.0,27.5,91.0,0.409,0.411,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.5_92.0,27.5,92.0,0.397,0.403,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.5_91.5,27.5,91.5,0.411,0.402,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.5_93.0,27.5,93.0,0.371,0.381,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.5_92.5,27.5,92.5,0.408,0.408,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.5_93.5,27.5,93.5,0.394,0.402,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.5_94.0,27.5,94.0,0.392,0.398,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
Z_27.5_94.5,27.5,94.5,0.362,0.378,2026-09-10T06:09:21Z,Open-Meteo forecast (ERA5-seamless)
